Lazza - Cenere; https://www.youtube.com/watch?v=ZqHoB53XzjU; pop
Booba - Tèlèphone ft. Sfera Ebbasta; https://www.youtube.com/watch?v=v1vcy1c7AYc; trap ita
Steve Lacy - Mercury; https://www.youtube.com/watch?v=229gdKbKcaI; cantanti esteri
Icona Pop - Off Of My Mind ft. VIZE; https://www.youtube.com/watch?v=zEjbIiknWrk; slap house
TS7 - Know My Name; https://www.youtube.com/watch?v=3DTEIHfEZSE; House
Navos - Believe Me; https://www.youtube.com/watch?v=RkCBOAkTjyU; House
Tungevaag - Ride With Me (Brennan Heart Remix); https://www.youtube.com/watch?v=UMFyOXMy0wE; Hardcore
twenty one pilots - Neon Gravestones; https://www.youtube.com/watch?v=5MeQ9rA2Ifg; Cantanti esteri
twenty one pilots - Leave The City; https://www.youtube.com/watch?v=zDktApy8Sn0; Cantanti esteri
Daddy Yankee - Lovumba; https://www.youtube.com/watch?v=1PN4_R-WB7k; Reggeaton
Ghali - Barcellona; https://www.youtube.com/watch?v=dPu5XUj7IoI; Pop
Gusttavo Lima - Balada; https://www.youtube.com/watch?v=jtCZSEhd1Xo; Balli di gruppo
Michel Telò - Ai Se Eu Te Pego; https://www.youtube.com/watch?v=2h-NUNUrLao; Balli di gruppo
Chris Brown - Under The Influence; https://www.youtube.com/watch?v=LPnDCTqW7zw; Trap ame
Tananai - Comincia Tu ft. Rosa Chemical; https://www.youtube.com/watch?v=VLdofY79nWQ; Pop
Niko The Kid - Outta Body; https://www.youtube.com/watch?v=qqJg4m7oQHw; Tech
Matroda - Temperature; https://www.youtube.com/watch?v=Qa1Tg3YhUF0; Tech
Empire Of The Sun - Alive; https://www.youtube.com/watch?v=ocdOJQoktTw; Canzoni Famose 2010
One Piece - Dr. Tony Tony Chopper; https://www.youtube.com/watch?v=4629Lzrkyds; Sigle
Chris Lake - In The Yuma ft. Aatig; https://www.youtube.com/watch?v=qz1cWuV6wYk; Tech
Essam Jansen - Maria Maria; https://www.youtube.com/watch?v=3DZo0OcjKsw; Tech
Luchè - Purosangue ft. Shiva; https://www.youtube.com/watch?v=FElFrbTU9GE; Trap ita
TroyBoi - Shake It; https://www.youtube.com/watch?v=gINfgtpmYcI; Trap Musicale
Capo Plaza - Rapstar; https://www.youtube.com/watch?v=vq2qgfTg5P4; Trap Ita
Geolier - Chiagne ft. Lazza & Takagi & Ketra; https://www.youtube.com/watch?v=LvXWeSPruHM; Trap Ita
HUGEL & BLOND:ISH & Nfasis - Tra Tra; https://www.youtube.com/watch?v=q5lth4UrZSo; Tech
Reinier Zonneveld - Samsara ft. HI-LO; https://www.youtube.com/watch?v=ZMr-EHmpYto; Techno
Jason Derulo - Don't Wanna Go Home; https://www.youtube.com/watch?v=-AcLcKnyKnQ; Canzoni famose 2010
Pitbull - I Know You Want Me; https://www.youtube.com/watch?v=bajJK43l5BI; Canzoni famose 2010
Paky - La Bellavita ft. JuL; https://www.youtube.com/watch?v=sCtfywzUpbY; Trap Ita
Shiva - Take 4; https://www.youtube.com/watch?v=jXdvCHD_NPg; Trap Ita
Guè - Cookies N' Cream ft. ANNA & Sfera Ebbasta MODIFICA FINE; https://www.youtube.com/watch?v=z_D_SP5YGh0; Trap Ita
Finesse - Gelosa ft. Shiva & Sfera Ebbasta & Guè; https://www.youtube.com/watch?v=oBS25dk7asc; Trap Ita
Hugel - Marianela (Que Pasa); https://www.youtube.com/watch?v=GJtj84f-R-4; Tech
Mau P - Gimme That Bounce; https://www.youtube.com/watch?v=Tj8QOaiDfC0; Tech
Guè - Tuta Maphia ft. Paky; https://www.youtube.com/watch?v=O5rpuLVEofQ; Trap Ita
Guè - Need U 2Nite ft. Massimo Pericolo; https://www.youtube.com/watch?v=LiQDVIvoOQs; Trap Ita
Empire of the Sun - Walking On a Dream; https://www.youtube.com/watch?v=r74n9GOwcA8; Canzoni Famose 2010
Salmo - Diavolo in me vs Want You (Mash-Up); https://www.youtube.com/watch?v=ZwZOcyhCMb4; Mash-up
Mr. Rain - Supereroi; https://www.youtube.com/watch?v=R-AAVVToYcY; Cantanti italiani
Marco Mengoni - Due Vite MODIFICA FINE; https://www.youtube.com/watch?v=eO1CPitXoJw; Cantanti italiani
Madame - IL BENE NEL MALE; https://www.youtube.com/watch?v=-eEII8sY858; Pop
Tananai - TANGO MODIFICA FINE; https://www.youtube.com/watch?v=wdcxK6pkJTw; Cantanti italiani
Rosa Chemical - MADE IN ITALY MODIFICA FINE; https://www.youtube.com/watch?v=PkcjKegwg-8; Pop
Elodie - Due Modifica fine; https://www.youtube.com/watch?v=Lw_-SMAx-tQ; Pop
Blanco - l'isola delle rose; https://www.youtube.com/watch?v=Qjsz46zIigo; Pop
